text,intent,response,entities
Kindly Provide information about greet. [e3d11a] now.,greet,Certainly. Information for greet: please provide further details. Let me know if you need anything else.,{}
Provide information about language preference. [f84fca],language_preference,Language preference updated.,{}
Could you Provide information about fx remittance info. [7db7e2] .,fx_remittance_info,Understood. Foreign exchange remittance information will be shared. Please confirm.,{}
Can you Provide information about credit facility statement request. [35fa08] now.,loan_statement_request,Loan statement will be sent to your registered email. Thank you.,{}
I need help with pancard update. [a0922f],pancard_update,PAN update request received.,{}
Can you Provide information about credit debit card activation. [2d41f0] .,credit_card_activation,Okay. Credit card activation successful.,{}
"Please, Provide information about loan account statement request. [41ef86] please.",loan_statement_request,Understood. Loan statement will be sent to your registered email. Let me know if you need anything else.,{}
I want to transfer Rs. 438942 to Priya.,transfer_money,"To transfer Rs. 438,942 to Priya, please confirm the recipient account number.","{""amount"": ""438942"", ""name"": ""Priya""}"
I need help with merchant dispute. [fb0ab5] .,merchant_dispute,Noted. Merchant dispute registered. We will investigate.,{}
Would you Resend the OTP to my registered mobile. today.,otp_resend,Noted. Information for otp resend: please provide further details. Please confirm.,{}
Could you I need help with fixed deposit renewal. [28fe2e] asap.,fixed_deposit_renewal,Certainly. FD renewal processed. Thank you.,{}
Provide information about merchant dispute. [aba354],merchant_dispute,Merchant dispute registered. We will investigate.,{}
"Please, What will be the monthly installment for Rs. 72304 over 48 months? kindly.",emi_calculator,Noted. EMI calculated. Please provide amount and tenure to proceed. Let me know if you need anything else.,{}
Can you Provide information about interest calculator. [a5ba85] now.,interest_calculator,Certainly. EMI calculated. Please provide amount and tenure to proceed. Thank you.,{}
I need help with bank card activation. [d243a8] now.,card_activation,Information for card activation: please provide further details.,{}
Kindly Provide information about pancard update. [2829d1] .,pancard_update,Noted. PAN update request received. Let me know if you need anything else.,{}
Provide information about debit card replacement2. [256821],debit_card_replacement2,Information for debit card replacement2: please provide further details.,{}
Provide information about cheque status see. [300769] today.,cheque_status_check,Cheque status will be updated in the app. Please confirm.,{}
Kindly I want to block my debit card immediately. [408212] now.,debit_card_block,Certainly. Your debit card has been blocked. Let me know if you need anything else.,{}
Please please view my salary eligibility today.,loan_eligibility_request,Noted. We�ll verify your eligibility using your documents and co-applicant details. Let me know if you need anything else.,{}
I need help with deposits info. [d4734a],deposits_info,Deposit account details will be shared.,{}
I need help with salary credit issue. [f90df1],salary_credit_issue,Salary credit issue logged. Please provide employer details.,{}
I need help with merchant dispute. [e529c1],merchant_dispute,Information for merchant dispute: please provide further details.,{}
Provide information about communication preferences. [8be869],communication_preferences,Your communication preferences have been updated.,{}
I need help with fixed deposit renewal. [b60846],fixed_deposit_renewal,FD renewal processed.,{}
I need help with transaction dispute. [3a5e54],transaction_dispute,Information for transaction dispute: please provide further details.,{}
Provide information about language preference. [d32271],language_preference,Information for language preference: please provide further details.,{}
I need help with deposits info. [289091],deposits_info,Deposit account details will be shared.,{}
Could you I need help with tax certificate request. [55bd1e] now.,tax_certificate_request,Understood. Tax certificate request received. Please confirm.,{}
Please alert when funds below kindly.,balance_alert_setup,Certainly. Balance alert set for the specified threshold. Please confirm.,{}
Where is the closest ATM? [3b3a81],atm_locator,Nearest ATMs will be shown based on your location.,{}
"Please, Provide information about tax certificate request. [222b8d] today.",tax_certificate_request,Certainly. Information for tax certificate request: please provide further details.,{}
I need to block my credit card. [ca1326],credit_card_block,Information for credit card block: please provide further details.,{}
Could you loan eligibility view kindly.,loan_eligibility_question,"Okay. I can help. Please provide age, employment type, monthly income, work experience, and CIBIL score (if available). Thank you.",{}
Could you I need help with my credit card .,card_select_type,Sure. I can help. Is it a Debit Card or a Credit Card?,{}
Can you check cheque status?,cheque_status_check,Cheque status will be updated in the app.,{}
Can you Provide information about transaction dispute. [7a250f] thanks.,transaction_dispute,Noted. Dispute registered. We will investigate. Let me know if you need anything else.,{}
I need help with credit card limit. [ca1d6e],credit_card_limit,Information for credit card limit: please provide further details.,{}
Can you Assist with bank card issues kindly.,card_select_type,"Sure, is this regarding a Debit Card or a Credit Card? Please confirm.",{}
